episode,global_step,ep_return,success,guided_pct,queries_per_ep,agreement_rate,oracle_correct_rate,oracle_cost,cum_queries,first_unguided_success
1,320,11.5,1.0,40.0,2,0.0,1.0,0.0,38,
2,640,-0.9,0.0,10.0,1,0.0,0.0,0.0,68,
3,640,-1.9,0.0,10.0,1,0.0,0.0,0.0,68,
4,768,10.8,1.0,16.67,2,0.0,1.0,0.0,77,
5,768,-2.1,0.0,25.0,3,0.0,0.6667,0.0,77,
6,896,-2.3,0.0,14.29,2,0.0,0.5,0.0,92,
7,896,10.6,1.0,7.14,1,0.0,1.0,0.0,92,
8,1024,-1.5,0.0,6.25,1,0.0,0.0,0.0,106,
9,1280,-2.9,0.0,10.0,2,0.0,0.5,0.0,134,
10,1280,10.0,1.0,20.0,4,0.5,1.0,0.0,134,
11,1280,10.0,1.0,15.0,3,0.6667,1.0,0.0,134,
12,1344,-3.0,0.0,9.52,2,0.0,0.5,0.0,139,
13,1344,9.9,1.0,14.29,3,0.0,1.0,0.0,139,
14,1600,-2.4,0.0,12.0,3,0.3333,0.6667,0.0,164,
15,1728,9.3,1.0,3.7,1,0.0,1.0,0.0,177,
16,1728,-3.6,0.0,7.41,2,0.0,0.5,0.0,177,
17,1792,-3.7,0.0,10.71,3,0.3333,0.6667,0.0,184,
18,1856,-3.8,0.0,6.9,2,0.0,0.5,0.0,194,
19,1856,-3.8,0.0,13.79,4,0.0,0.75,0.0,194,
20,1920,-1.8,0.0,20.0,2,0.0,0.5,0.0,201,
21,2048,-2.0,0.0,16.67,2,0.0,0.5,0.0,210,
22,2112,-4.2,0.0,6.06,2,0.5,0.5,0.0,214,
23,2240,8.5,1.0,2.86,1,0.0,1.0,0.0,229,
24,2240,-3.4,0.0,14.29,5,0.0,0.8,0.0,229,
25,2240,-4.4,0.0,14.29,5,0.2,0.8,0.0,229,
26,2304,-4.5,0.0,16.67,6,0.0,0.8333,0.0,234,
27,2304,-4.5,0.0,11.11,4,0.25,0.75,0.0,234,
28,2560,-2.1,0.0,7.69,1,0.0,0.0,0.0,262,
29,2560,-3.9,0.0,10.0,4,0.25,0.75,0.0,262,
30,2624,-2.1,0.0,7.69,1,0.0,0.0,0.0,265,
31,2624,-2.4,0.0,18.75,3,0.3333,0.6667,0.0,265,
32,2752,-1.5,0.0,28.57,2,0.0,0.5,0.0,284,
33,2752,-2.2,0.0,7.14,1,0.0,0.0,0.0,284,
34,2752,7.7,1.0,13.95,6,0.0,1.0,0.0,284,
35,2880,9.2,1.0,13.79,4,0.0,1.0,0.0,296,
36,2880,-5.4,0.0,13.33,6,0.0,0.8333,0.0,296,
37,3008,-4.6,0.0,14.89,7,0.7143,0.8571,0.0,304,
38,3008,-5.6,0.0,6.38,3,0.0,0.6667,0.0,304,
39,3008,7.3,1.0,10.64,5,0.2,1.0,0.0,304,
40,3072,-2.9,0.0,19.05,4,0.5,0.75,0.0,311,
41,3200,-5.0,0.0,4.0,2,0.5,1.0,0.0,329,
42,3200,-4.0,0.0,6.0,3,0.3333,1.0,0.0,329,
43,3200,-5.0,0.0,10.0,5,0.4,1.0,0.0,329,
44,3200,-5.0,0.0,12.0,6,0.1667,1.0,0.0,329,
45,3200,-4.0,0.0,16.0,8,0.125,1.0,0.0,329,
46,3200,-5.0,0.0,10.0,5,0.2,1.0,0.0,329,
47,3200,-5.0,0.0,8.0,4,0.25,1.0,0.0,329,
48,3200,-5.0,0.0,8.0,4,0.0,1.0,0.0,329,
49,3200,-5.0,0.0,6.0,3,0.0,1.0,0.0,329,
50,3200,-5.0,0.0,6.0,3,0.3333,1.0,0.0,329,
51,3200,-5.0,0.0,8.0,4,0.0,1.0,0.0,329,
52,3200,-4.0,0.0,8.0,4,0.25,1.0,0.0,329,
53,3200,-4.0,0.0,14.0,7,0.2857,1.0,0.0,329,
54,3200,-4.0,0.0,6.0,3,0.3333,1.0,0.0,329,
55,3200,-5.0,0.0,8.0,4,0.25,1.0,0.0,329,
56,3200,-5.0,0.0,4.0,2,0.5,1.0,0.0,329,
57,3200,-4.0,0.0,20.0,10,0.1,1.0,0.0,329,
58,3200,-4.0,0.0,6.0,3,0.6667,1.0,0.0,329,
59,3200,-5.0,0.0,10.0,5,0.4,1.0,0.0,329,
60,3200,-4.0,0.0,10.0,5,0.0,1.0,0.0,329,
61,3200,-5.0,0.0,18.0,9,0.4444,1.0,0.0,329,
62,3200,-5.0,0.0,6.0,3,0.0,1.0,0.0,329,
63,3200,-5.0,0.0,6.0,3,0.0,1.0,0.0,329,
64,3200,-4.0,0.0,6.0,3,0.3333,1.0,0.0,329,
65,3200,-5.0,0.0,10.0,5,0.4,1.0,0.0,329,
66,3200,-5.0,0.0,10.0,5,0.8,1.0,0.0,329,
67,3200,-5.0,0.0,10.0,5,0.6,1.0,0.0,329,
68,3200,-4.4,0.0,13.89,5,0.2,0.8,0.0,329,
69,3200,-5.0,0.0,8.0,4,0.75,1.0,0.0,329,
70,3200,-5.0,0.0,6.0,3,0.3333,1.0,0.0,329,
71,3200,-4.0,0.0,10.0,5,0.4,1.0,0.0,329,
72,3200,10.6,1.0,26.67,4,0.0,1.0,0.0,329,
73,3200,-4.0,0.0,10.0,5,0.2,1.0,0.0,329,
74,3200,-5.0,0.0,14.0,7,0.0,1.0,0.0,329,
75,3200,-4.9,0.0,10.0,5,0.0,0.8,0.0,329,
76,3584,-5.0,0.0,11.76,6,0.5,1.0,0.0,359,
77,3776,-3.2,0.0,12.5,3,0.0,0.6667,0.0,386,
78,3904,-4.0,0.0,3.92,2,0.0,1.0,0.0,401,
79,3904,-4.0,0.0,7.84,4,0.5,1.0,0.0,401,
80,3968,-3.0,0.0,4.55,1,0.0,0.0,0.0,408,
81,4032,-4.0,0.0,7.84,4,0.75,1.0,0.0,413,
82,4032,10.8,1.0,7.69,1,0.0,1.0,0.0,413,
83,4032,-5.0,0.0,13.73,7,1.0,1.0,0.0,413,
84,4032,-4.2,0.0,8.82,3,0.3333,0.6667,0.0,413,
85,4096,-1.2,0.0,14.29,2,0.0,0.5,0.0,421,
86,4096,-2.7,0.0,21.05,4,0.25,0.75,0.0,421,
87,4160,-5.0,0.0,11.76,6,0.0,1.0,0.0,424,
88,4288,10.4,1.0,11.76,2,0.0,1.0,0.0,441,
89,4288,-2.5,0.0,11.76,2,0.0,0.5,0.0,441,
90,4288,-3.2,0.0,8.33,2,0.0,0.5,0.0,441,
91,4416,-2.7,0.0,5.26,1,0.0,0.0,0.0,461,
92,4416,-1.7,0.0,5.26,1,0.0,0.0,0.0,461,
93,4416,-2.7,0.0,10.53,2,0.0,0.5,0.0,461,
94,4544,7.1,1.0,8.0,4,0.0,1.0,0.0,471,
95,4544,-4.0,0.0,11.76,6,0.1667,1.0,0.0,471,
96,4544,-2.3,0.0,6.67,1,0.0,0.0,0.0,471,
97,4608,-4.0,0.0,11.76,6,0.0,1.0,0.0,476,
98,4672,-2.1,0.0,13.04,3,0.3333,0.6667,0.0,486,
99,4736,-1.8,0.0,10.0,1,0.0,0.0,0.0,490,
100,4736,9.7,1.0,8.33,2,0.5,1.0,0.0,490,
101,4800,9.6,1.0,16.0,4,0.0,1.0,0.0,498,
102,4864,-2.0,0.0,16.67,2,0.0,0.5,0.0,505,
103,4864,11.7,1.0,50.0,2,0.0,1.0,0.0,505,
104,4928,-1.8,0.0,10.0,1,0.0,0.0,0.0,510,
105,5056,-5.2,0.0,6.82,3,0.3333,0.6667,0.0,525,
106,5056,8.3,1.0,2.63,1,0.0,1.0,0.0,525,
107,5184,-4.0,0.0,3.92,2,0.0,1.0,0.0,539,
108,5184,-3.1,0.0,6.06,2,0.0,0.5,0.0,539,
109,5248,-4.3,0.0,8.57,3,0.0,0.6667,0.0,546,
110,5312,-2.2,0.0,14.29,2,0.0,0.5,0.0,553,
111,5312,-5.0,0.0,13.73,7,0.0,1.0,0.0,553,
112,5376,-5.0,0.0,13.73,7,0.1429,1.0,0.0,558,
113,5440,8.6,1.0,5.71,2,0.0,1.0,0.0,567,
114,5504,-2.5,0.0,11.76,2,0.0,0.5,0.0,570,
115,5568,-5.0,0.0,9.8,5,0.6,1.0,0.0,577,
116,5696,8.2,1.0,7.69,3,0.3333,1.0,0.0,587,
117,5696,-4.7,0.0,2.56,1,0.0,0.0,0.0,587,
118,5824,-4.0,0.0,13.73,7,0.4286,1.0,0.0,597,
119,5888,-4.0,0.0,11.76,6,0.3333,1.0,0.0,601,
120,5952,-3.6,0.0,14.29,4,0.0,0.75,0.0,604,
121,5952,7.8,1.0,18.6,8,0.25,1.0,0.0,604,
122,6016,-5.0,0.0,11.76,6,0.5,1.0,0.0,612,
123,6016,-4.2,0.0,4.55,2,0.0,0.5,0.0,612,
124,6016,-5.2,0.0,15.91,7,0.1429,0.8571,0.0,612,
125,6016,-4.0,0.0,19.61,10,0.1,1.0,0.0,612,
126,6080,-5.3,0.0,13.33,6,0.1667,0.8333,0.0,616,
127,6144,-4.0,0.0,13.73,7,0.0,1.0,0.0,624,
128,6144,7.5,1.0,6.52,3,0.3333,1.0,0.0,624,
129,6272,-4.0,0.0,7.84,4,0.0,1.0,0.0,636,
130,6272,-5.0,0.0,25.49,13,0.1538,1.0,0.0,636,
131,6464,-4.0,0.0,9.8,5,0.2,1.0,0.0,656,
132,6464,-5.0,0.0,25.49,13,0.2308,1.0,0.0,656,
133,6464,-5.0,0.0,5.88,3,0.0,1.0,0.0,656,
134,6464,-4.0,0.0,7.84,4,0.0,1.0,0.0,656,
135,6464,-4.0,0.0,11.76,6,0.3333,1.0,0.0,656,
136,6464,-4.0,0.0,7.84,4,0.25,1.0,0.0,656,
137,6464,-5.0,0.0,11.76,6,0.0,1.0,0.0,656,
138,6464,-5.0,0.0,11.76,6,0.1667,1.0,0.0,656,
139,6464,-4.0,0.0,9.8,5,0.8,1.0,0.0,656,
140,6464,-4.0,0.0,9.8,5,0.2,1.0,0.0,656,
141,6464,-4.0,0.0,5.88,3,0.0,1.0,0.0,656,
142,6464,-5.0,0.0,7.84,4,0.0,1.0,0.0,656,
143,6464,-4.0,0.0,9.8,5,0.0,1.0,0.0,656,
144,6464,-5.0,0.0,9.8,5,0.2,1.0,0.0,656,
145,6464,-3.4,0.0,7.69,2,0.5,0.5,0.0,656,
146,6464,-4.0,0.0,13.73,7,0.2857,1.0,0.0,656,
147,6464,-4.0,0.0,13.73,7,0.4286,1.0,0.0,656,
148,6464,-5.0,0.0,13.73,7,0.1429,1.0,0.0,656,
149,6528,-1.8,0.0,10.0,1,0.0,0.0,0.0,660,
150,6656,-1.8,0.0,20.0,2,0.0,0.5,0.0,668,
151,6720,-5.0,0.0,4.76,2,0.0,0.5,0.0,674,
152,6848,-2.0,0.0,16.67,2,0.0,0.5,0.0,688,
153,6848,-2.6,0.0,3.57,1,0.0,0.0,0.0,688,
154,6848,7.5,1.0,4.35,2,0.0,1.0,0.0,688,
155,6912,-4.3,0.0,6.67,3,0.0,0.6667,0.0,699,
156,7040,-4.1,0.0,6.06,2,0.0,0.5,0.0,716,
157,7040,-5.0,0.0,9.8,5,0.0,1.0,0.0,716,
158,7168,-3.9,0.0,12.2,5,0.0,0.8,0.0,730,
159,7168,-2.2,0.0,14.29,2,0.0,0.5,0.0,730,
160,7168,-5.0,0.0,5.88,3,0.3333,1.0,0.0,730,
161,7168,-2.6,0.0,11.11,2,0.0,0.5,0.0,730,
162,7232,-5.2,0.0,9.09,4,0.5,0.75,0.0,735,
163,7232,10.9,1.0,16.67,2,0.0,1.0,0.0,735,
164,7232,-4.0,0.0,15.69,8,0.25,1.0,0.0,735,
165,7232,-2.0,0.0,8.33,1,0.0,0.0,0.0,735,
166,7296,-4.0,0.0,5.88,3,0.0,1.0,0.0,738,
167,7296,-4.0,0.0,13.73,7,0.1429,1.0,0.0,738,
168,7552,-5.0,0.0,1.96,1,0.0,1.0,0.0,761,
169,7552,-5.0,0.0,7.84,4,0.0,1.0,0.0,761,
170,7616,8.5,1.0,11.11,4,0.25,1.0,0.0,766,
171,7616,-2.6,0.0,5.56,1,0.0,0.0,0.0,766,
172,7744,-3.5,0.0,7.41,2,0.0,0.5,0.0,779,
173,7744,-1.7,0.0,22.22,2,0.0,0.5,0.0,779,
174,7808,-4.1,0.0,21.21,7,0.0,0.8571,0.0,783,
175,7808,-5.0,0.0,9.8,5,0.0,1.0,0.0,783,
176,7808,-4.0,0.0,7.84,4,0.0,1.0,0.0,783,
177,7872,7.2,1.0,14.29,7,0.1429,1.0,0.0,789,
178,7936,-5.0,0.0,9.8,5,0.6,1.0,0.0,792,
179,8000,-5.0,0.0,1.96,1,0.0,1.0,0.0,799,
180,8128,-4.0,0.0,9.8,5,0.0,1.0,0.0,816,
181,8128,-4.0,0.0,5.88,3,0.0,1.0,0.0,816,
182,8128,-5.1,0.0,9.3,4,0.0,0.75,0.0,816,
183,8192,-4.7,0.0,7.69,3,0.3333,0.6667,0.0,826,
184,8256,-3.6,0.0,3.57,1,0.0,0.0,0.0,829,
185,8320,-4.0,0.0,13.73,7,0.1429,1.0,0.0,831,
186,8384,10.0,1.0,19.05,4,0.5,1.0,0.0,839,
187,8384,-4.3,0.0,13.33,6,0.1667,0.8333,0.0,839,
188,8448,-5.0,0.0,5.88,3,0.3333,1.0,0.0,844,
189,8448,-5.0,0.0,7.84,4,0.25,1.0,0.0,844,
190,8512,11.2,1.0,22.22,2,0.0,1.0,0.0,851,
191,8512,-5.0,0.0,3.92,2,0.5,1.0,0.0,851,
192,8576,-3.2,0.0,4.17,1,0.0,0.0,0.0,855,
193,8576,-4.0,0.0,11.76,6,0.1667,1.0,0.0,855,
194,8576,7.4,1.0,12.77,6,0.0,1.0,0.0,855,
195,8640,-4.2,0.0,11.76,4,0.25,0.75,0.0,859,
196,8704,-2.2,0.0,7.14,1,0.0,0.0,0.0,868,
197,8704,-5.0,0.0,11.76,6,0.1667,1.0,0.0,868,
198,8768,-3.2,0.0,20.83,5,0.0,0.8,0.0,871,
199,8768,8.5,1.0,8.33,3,0.6667,1.0,0.0,871,
200,8832,-4.5,0.0,5.41,2,0.0,0.5,0.0,878,
201,8832,-2.7,0.0,5.26,1,0.0,0.0,0.0,878,
202,8960,8.8,1.0,18.18,6,0.1667,1.0,0.0,895,
203,9024,-4.2,0.0,5.88,2,0.0,0.5,0.0,906,
204,9088,-5.0,0.0,9.8,5,0.0,1.0,0.0,912,
205,9152,-5.8,0.0,10.0,5,0.0,0.8,0.0,920,
206,9152,-5.0,0.0,7.14,3,0.0,0.6667,0.0,920,
207,9152,-3.8,0.0,6.67,2,0.5,0.5,0.0,920,
208,9216,-5.0,0.0,13.73,7,0.1429,1.0,0.0,927,
209,9216,-3.3,0.0,4.0,1,1.0,0.0,0.0,927,
210,9280,-5.0,0.0,11.76,6,0.1667,1.0,0.0,935,
211,9408,-5.0,0.0,19.61,10,0.6,1.0,0.0,947,
212,9408,-5.0,0.0,3.92,2,0.0,1.0,0.0,947,
213,9472,-3.3,0.0,8.0,2,0.0,0.5,0.0,953,
