episode,global_step,ep_return,success,guided_pct,queries_per_ep,agreement_rate,oracle_correct_rate,oracle_cost,cum_queries,first_unguided_success
1,384,-0.5,0.0,16.67,1,0.0,0.0,0.1,45,
2,640,-1.9,0.0,10.0,1,0.0,0.0,0.1,68,
3,768,-2.2,0.0,16.67,2,0.0,0.5,0.1,78,
4,768,-2.3,0.0,25.0,3,0.0,0.6667,0.1,78,
5,896,-2.3,0.0,7.14,1,0.0,0.0,0.1,93,
6,896,-2.4,0.0,14.29,2,0.0,0.5,0.1,93,
7,960,-2.4,0.0,6.67,1,0.0,0.0,0.1,99,
8,960,-2.7,0.0,26.67,4,0.0,0.75,0.1,99,
9,960,10.4,1.0,6.67,1,0.0,1.0,0.1,99,
10,1152,-2.7,0.0,5.56,1,0.0,0.0,0.1,125,
11,1152,-2.8,0.0,11.11,2,0.0,0.5,0.1,125,
12,1152,9.8,1.0,22.22,4,0.25,1.0,0.1,125,
13,1280,-3.3,0.0,25.0,5,0.2,0.8,0.1,135,
14,1344,-3.1,0.0,9.52,2,0.5,0.5,0.1,140,
15,1408,-3.2,0.0,9.09,2,0.0,0.5,0.1,147,
16,1536,-3.3,0.0,4.17,1,0.0,0.0,0.1,161,
17,1536,-2.1,0.0,16.67,2,0.0,0.5,0.1,161,
18,1664,-3.7,0.0,11.54,3,0.3333,0.6667,0.1,168,
19,1664,-1.7,0.0,25.0,2,0.0,0.5,0.1,168,
20,1728,-3.7,0.0,7.41,2,0.0,0.5,0.1,177,
21,1728,-2.7,0.0,7.41,2,0.0,0.5,0.1,177,
22,1856,-3.1,0.0,13.79,4,0.0,0.75,0.1,193,
23,1856,-3.9,0.0,6.9,2,0.0,0.5,0.1,193,
24,1984,-4.2,0.0,9.68,3,0.0,0.6667,0.1,208,
25,2048,8.3,1.0,15.62,5,0.0,1.0,0.1,210,
26,2112,8.5,1.0,6.06,2,0.0,1.0,0.1,214,
27,2112,-4.3,0.0,6.06,2,0.0,0.5,0.1,214,
28,2240,-2.3,0.0,14.29,2,0.0,0.5,0.1,229,
29,2240,8.3,1.0,5.71,2,0.0,1.0,0.1,229,
30,2304,-1.9,0.0,4.76,1,0.0,0.0,0.1,233,
31,2304,-4.0,0.0,16.67,6,0.0,0.8333,0.1,233,
32,2368,-1.9,0.0,9.09,1,0.0,0.0,0.1,239,
33,2432,-4.8,0.0,5.26,2,0.0,0.5,0.1,246,
34,2560,-4.0,0.0,5.0,2,0.5,0.5,0.1,262,
35,2752,-1.6,0.0,28.57,2,0.0,0.5,0.1,285,
36,2816,-5.6,0.0,9.09,4,0.0,0.75,0.1,291,
37,2880,-5.1,0.0,12.82,5,0.0,0.8,0.1,298,
38,2944,-4.8,0.0,8.7,4,0.0,0.75,0.1,302,
39,3008,-4.8,0.0,6.38,3,0.3333,0.6667,0.1,306,
40,3200,-5.3,0.0,6.0,3,0.3333,1.0,0.1,332,
41,3200,-5.3,0.0,6.0,3,0.0,1.0,0.1,332,
42,3200,-4.8,0.0,16.0,8,0.0,1.0,0.1,332,
43,3200,-5.5,0.0,10.0,5,0.8,1.0,0.1,332,
44,3200,-4.8,0.0,16.0,8,0.25,1.0,0.1,332,
45,3200,-5.5,0.0,10.0,5,0.4,1.0,0.1,332,
46,3200,-5.3,0.0,6.0,3,0.0,1.0,0.1,332,
47,3200,-5.7,0.0,14.0,7,0.2857,1.0,0.1,332,
48,3200,-4.6,0.0,12.0,6,0.1667,1.0,0.1,332,
49,3200,-5.6,0.0,12.0,6,0.0,1.0,0.1,332,
50,3200,-5.4,0.0,8.0,4,0.5,1.0,0.1,332,
51,3200,-5.2,0.0,4.0,2,0.5,1.0,0.1,332,
52,3200,-5.3,0.0,6.0,3,0.0,1.0,0.1,332,
53,3200,-4.4,0.0,8.0,4,0.0,1.0,0.1,332,
54,3200,-4.5,0.0,10.0,5,0.4,1.0,0.1,332,
55,3200,-5.5,0.0,10.0,5,0.0,1.0,0.1,332,
56,3200,-4.6,0.0,12.0,6,0.0,1.0,0.1,332,
57,3200,-5.7,0.0,14.0,7,0.8571,1.0,0.1,332,
58,3200,-5.5,0.0,10.0,5,0.2,1.0,0.1,332,
59,3200,-5.3,0.0,6.0,3,0.0,1.0,0.1,332,
60,3200,-5.3,0.0,6.0,3,0.0,1.0,0.1,332,
61,3200,-4.5,0.0,10.0,5,0.8,1.0,0.1,332,
62,3200,-4.5,0.0,10.0,5,0.4,1.0,0.1,332,
63,3200,-4.5,0.0,10.0,5,0.0,1.0,0.1,332,
64,3200,-5.9,0.0,18.0,9,0.3333,1.0,0.1,332,
65,3200,-4.6,0.0,12.0,6,0.1667,1.0,0.1,332,
66,3200,-5.3,0.0,6.0,3,0.0,1.0,0.1,332,
